Timestamp|Customer ID|Article
=============================
1331072795;4;AC016EL50CPHALID-1749
1331074425;1;AC016EL67BJWALID-932
1331306282;12;SA848EL83DOYALID-2416
1331306282;12;BL152EL82CRXALID-1817
1331306313;11;CA189EL29AGOALID-170
1331306332;11;LE629EL54ANHALID-345
1331306341;10;OL756EL65HDYALID-4834
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;OL756EL55HAMALID-4744
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306414;7;AC016EL56BKHALID-943
1331306500;11;SA848EL83DOYALID-2416
1331306648;13;PI794EL32ENZALID-3067
1331307239;16;VI962EL59EFGALID-2840
1331307864;10;MO717EL47ARKALID-452
1331308367;17;SA848EL83DOYALID-2416
1331308398;17;CA189EL29AGOALID-170
1331308398;17;MO717EL52ARFALID-447
1331308398;17;BL152EL82CRXALID-1817
1331322028;11;BL152EL82CRXALID-1817
1331323875;19;AP082EL01CFQALID-1498
1331538358;7;OL756EL65HDYALID-4834
1331544683;23;SA848EL83DOYALID-2416
1331544782;23;SA848EL83DOYALID-2416
1331551558;25;LE627EL19DFWALID-2180
1331554052;1;SA848EL83DOYALID-2416
1331554112;1;NO749EL20DJRALID-2279
1331554236;1;AP082EL37CPUALID-1762
1331555592;19;AD029EL42BKVALID-957
1331555592;19;DO274EL91APSALID-408
1331557135;7;WI981EL52EFNALID-2847
1331557135;7;AP082EL13BLYALID-986
1331557439;7;AP082EL03BMIALID-996
1331558348;7;AC016EL58BKFALID-941
1331562440;19;AC016EL58BKFALID-941
1331573571;7;OL756EL65HDYALID-4834
1331573648;7;AS100EL41BOSALID-1058
1331592781;26;CO228EL88FBFALID-3411
1331592781;26;CO228EL88FBFALID-3411
1331624712;14;AP082EL37CPUALID-1762
1331626824;21;AP082EL37CPUALID-1762
1331628531;23;BL152EL82CRXALID-1817
1331632526;5;AP082EL37CPUALID-1762
1331632526;5;AP082EL37CPUALID-1762
1331638632;27;PH789EL03ATCALID-496
1331638731;27;BL152EL82CRXALID-1817
1331641470;28;AP082EL37CPUALID-1762
1331641603;1;AP082EL37CPUALID-1762
1331642122;1;BL152EL82CRXALID-1817
1331648201;30;AC016EL81LHA-7618
1331648498;30;AC016EL81LHA-7618
1331648686;30;AC016EL81LHA-7618
1331650941;27;DO274EL91APSALID-408
1331651726;30;AC016EL81LHA-7618
1331651952;27;AP082EL01CFQALID-1498
1331653284;1;AC016EL81LHA-7618
1331653476;1;AC016EL81LHA-7618
1331653910;1;AC016EL81LHA-7618
1331654312;27;SA851EL90ATPALID-509
1331654312;27;SO888EL82CKFALID-1617
1331654312;27;WI981EL52EFNALID-2847
1331666791;7;AC016EL58BKFALID-941
1331667053;14;SA848EL83DOYALID-2416
1331668099;27;BL152EL82CRXALID-1817
1331678022;14;NO749EL20DJRALID-2279
1331718752;29;NO749EL20DJRALID-2279
1331723239;5;AP082EL13BLYALID-986
1331723255;5;NO749EL20DJRALID-2279
1331726427;5;SA848EL83DOYALID-2416
1331726427;5;BL152EL82CRXALID-1817
1331726991;27;BL152EL82CRXALID-1817
1331729221;27;SA848EL83DOYALID-2416
1331729221;27;VI962EL62EFDALID-2837
1331729221;27;SA848EL83DOYALID-2416
1331729288;27;AS100EL41BOSALID-1058
1331735803;31;AD029EL42BKVALID-957
1331738845;32;SO888EL82CKFALID-1617
1331739322;27;VI962EL69EEWALID-2830
1331739322;27;GE362EL02DCRALID-2097
1331740013;29;NO749EL20DJRALID-2279
1331741035;27;SA848EL62IBDALID-5437
1331743636;12;CA189EL29AGOALID-170
1331744785;27;CO228EL88FBFALID-3411
1331745977;27;SO888EL82CKFALID-1617
1331745977;27;SO888EL82CKFALID-1617
1331745993;27;AP082EL03BMIALID-996
1331748022;1;CA189EL29AGOALID-170
1331748074;1;AP082EL03BMIALID-996
1331748074;1;AP082EL03BMIALID-996
1331749358;12;AP082EL01CFQALID-1498
1331755452;12;SO888EL82CKFALID-1617
1331755726;12;CL225EL32CTVALID-1867
1331755794;12;MO721EL43DIUALID-2256
1331755902;12;MO721EL43DIUALID-2256
1331758456;1;MO721EL43DIUALID-2256
1331762282;33;GE362EL08DCLALID-2091
1331763079;1;VI962EL69EEWALID-2830
1331800688;29;DO274EL91APSALID-408
1331800688;29;AP082EL37CPUALID-1762
1331806676;34;MO721EL43DIUALID-2256
1331823501;35;GI379EL08ELBALID-2991
1331831496;36;HP467EL68JYXALID-6731
1331838060;37;NE739EL29DJIALID-2270
1331841252;38;PA775EL16DJVALID-2283
1331842879;39;CA189EL35GXKALID-4664
1331845610;40;HP467EL74JYRALID-6725
1331846889;41;SA850EL73EMKALID-3026
1331847744;42;SO888EL64FRNALID-3835
1331847744;42;SO888EL64FRNALID-3835
1331847744;42;KI593EL07FEIALID-3492
1331847744;42;KI593EL07FEIALID-3492
1331847897;42;SO888EL64FRNALID-3835
1331847897;42;SO888EL64FRNALID-3835
1331847897;42;KI593EL07FEIALID-3492
1331847897;42;KI593EL07FEIALID-3492
1331848026;42;SO888EL64FRNALID-3835
1331848026;42;SO888EL64FRNALID-3835
1331848026;42;KI593EL07FEIALID-3492
1331848026;42;KI593EL07FEIALID-3492
1331848123;42;SO888EL64FRNALID-3835
1331848123;42;SO888EL64FRNALID-3835
1331848123;42;KI593EL07FEIALID-3492
1331848123;42;KI593EL07FEIALID-3492
1331855661;43;HP467EL89AAKALID-10
1331881336;29;LE629EL54ANHALID-345
1331881447;29;LE629EL54ANHALID-345
1331881476;29;LE629EL54ANHALID-345
1331881485;29;LE629EL54ANHALID-345
1331881519;29;LE629EL54ANHALID-345
1331881548;29;LE629EL54ANHALID-345
1331881631;29;LE629EL54ANHALID-345
1331881654;29;LE629EL54ANHALID-345
1331881826;27;BL152EL82CRXALID-1817
1331881840;29;NO749EL20DJRALID-2279
1331881888;29;NO749EL20DJRALID-2279
1331881958;29;NO749EL20DJRALID-2279
1331882251;29;LE629EL54ANHALID-345
1331883770;44;TO939EL08AWTALID-591
1331884362;45;CA189EL29AGOALID-170
1331884560;46;CL225EL26CUBALID-1873
1331884731;46;CL225EL26CUBALID-1873
1331884771;46;CL225EL26CUBALID-1873
1331884790;46;CL225EL26CUBALID-1873
1331885480;47;HP467EL60JZFALID-6739
1331885910;48;AS100EL06JAJALID-6093
1331886439;49;NE739EL29DJIALID-2270
1331890085;50;BL152EL82CRXALID-1817
1331890155;50;BL152EL82CRXALID-1817
